id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
1065,麦兜·我和我妈妈,谢立文,谢立文,黄磊  吴君如  张正中  黄秋生  蔡明丽,8.5,喜剧,动画,家庭,中国香港 ,汉语普通话 ,2014,81,在城市的破败角落，脑顶光秃秃的重案组老警察入职三十年，虽然破了许多大案要案，满身都是伤痕弹孔，但是他的家庭情况却一团糟。老婆和他离婚，儿子嫌他臭。与老警察相对，青年私家侦探波比（黄磊配音）如日中天，扶摇直上，FBI请他讲课，相关动画片热播，波比俨然成为福尔摩斯一般的存在。在某起密室杀人案后，老警察不得已请来波比调查。波比为什么会这么厉害，这一切似乎都与他的妈妈麦太（吴君如配音）有关。在崇拜他的小孩子们的追问下，波比的思绪回到孩童时代，麦兜（张正中配音）和妈妈共处的那个快乐无忧的童年，一切美好都早已注定……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551331237.jpg
1066,海绵宝宝历险记,史蒂芬·海伦伯格,史蒂芬·海伦伯格,汤姆·肯尼  克兰西·布朗  罗德格尔·邦帕斯  比尔·法格巴克  劳伦斯先生,8.5,喜剧,动画,冒险,美国,英语,2004,87,蟹堡王毗邻本店的二号店即将开张了！海绵宝宝满心期待，以为分店经理一职非自己莫属，然而蟹老板却以他不够成熟为理由，将分店交给章鱼哥打理。同时看着蟹堡王做大的痞老板再出毒计，他偷走了海王星国王的王冠，并嫁祸蟹老板，盛怒的海王星要处死蟹老板，但为了拿回王冠，给忠诚的海绵宝宝和派大星六天时间，让他们去无人能够生还的贝壳城取回王冠。而痞老板得逞后偷走了蟹老板的蟹黄堡配方，生意迅速大热，他趁机把能够操纵思想的头盔赠送给顾客们，要通过控制海洋生物称霸世界。另一面，海绵宝宝和派大星踏上了无厘头又凶险万分的寻冠之路，前往传说中独眼巨人栖息的贝壳城……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p476254131.jpg
1067,致所有我曾爱过的男孩,苏珊·约翰逊,索菲娅·阿尔瓦雷斯,拉娜·康多  诺亚·琴蒂内奥  伊瑟尔·布罗萨德  贾娜尔·帕里希  安娜·卡思卡特,7.4,爱情,,,美国,英语,2018,99,根据珍妮·汉所著同名小说改编，讲述16岁女主人公劳拉·简·科维喜欢给每一个她爱过的男孩写情书，用尽真情实感来表达现实里开不了口的心情，将信保存在一个帽箱里。而当有一天这些秘密情书被公之于众，她的生活也陷入了天翻地覆的混乱之中。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529112058.jpg
1068,蜀山传,徐克,徐克,郑伊健  张柏芝  古天乐  谭耀文  林熙蕾,6.7,动作,奇幻,武侠,中国大陆 ,汉语普通话 ,2001,104,蜀山群山之中的昆仑山，掌门孤月大师（张柏芝饰）与徒弟玄天宗（郑伊健饰）相恋，事先预感邪恶的幽泉血魔会进攻昆仑，自知无力抵抗的她，为保天宗性命而借故赶他下山，并将昆仑秘藏武器“日月金轮”交付天宗，而自己则为血魔所杀，昆仑山灵气尽被吸去。  二百年后，邪恶力量再次侵犯正派，峨嵋开山祖师峨嵋真人（洪金宝饰），惟恐此战伤及凡间，乃派大弟子丹辰子（古天乐饰）前往山下疏离凡间正在交战的军队，在途中与程乐天（章子怡饰）、玄天宗相遇，却意外发现血魔的秘密，并因而落入陷阱。在生死之际峨嵋真人率弟子前来救援，玄天宗赫然发现其中一名女弟子李英奇（张柏芝饰），样子竟酷似师傅孤月大师。同时，峨嵋真人发觉中了血魔诡计，一场更为凶险的正邪大战即将展开……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1245072901.jpg
1069,群鸟,阿尔弗雷德·希区柯克,达芙妮·杜穆里埃,罗德·泰勒  杰西卡·坦迪  苏珊娜·普莱舍特  蒂比·海德莉  维罗尼卡·卡维特,8.2,悬疑,惊悚,灾难,美国,英语,1963,119,米兰妮（蒂比·海德莉TippiHedren饰）是一个富家女，偶然在宠物店里遇见律师米契（罗德泰勒RodTaylor饰），二人萌生爱意。第二天米兰妮带着她的一对宠物鹦鹉到访米契居住的波德加湾小镇，却被一只海鸥袭击，当场受伤。然而谁也没料到，这次鸟袭击人的事件，只是鸟类大规模攻击人类的小序幕。  米兰妮留在镇上疗伤，这里鸟语花香，生活本来平静，她还认识了米契的家人和前女友，于米契的感情也渐渐升温，但是鸟类的出没对他们生活的骚扰程度也渐渐升级。这些鸟聚集的越来越多，黑压压的一大片，被它们攻击至伤甚至至死的居民日渐增多，这个小镇陷入一片疯狂的鸟灾当中。人们恐惧接近崩溃，如何赶快逃脱这个恐怖的地方，成了他们迫在眉梢的问题。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1493936502.jpg
1070,睡美人,克莱德·杰洛尼米,比尔·皮特,Mary Costa  Bill Shirley  Eleanor Audley  薇娜·费尔顿  芭芭拉·卢迪,8.1,爱情,动画,歌舞,美国,英语,1959,75,奥罗拉公主的出生让国王和皇后乐坏了。宴会上他们邀请来十二位仙女，为公主献上祝词。一个没有机会前来宴会的坏心肠仙女，一气之下落下诅咒：她今天受的屈辱都会报应在公主身上，公主会在18岁那年死于纺锤之下。  在这个魔咒的笼罩下，国王和仙女都小心翼翼的保护着奥罗拉公主。国王甚至把全国的纺织器具统统没收，以防止公主遇上不测。然而，悲剧还是发生了。奥罗拉在一个古堡里看到了正在纺布的老奶奶，一伸手就被纺锤的魔法击中，美丽的公主顿时沉睡，整个王国都随之陷入沉睡，国王，侍从，甚至猫狗，都落入了巫婆的咀咒。  邻国的王子闻说睡美人的故事，决定披荆斩棘前来古堡搭救公主，他的武器除了勇气和毅力之外，还有对奥罗拉公主的真爱。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1833029768.jpg
1071,我不是王毛,赵小溪,李海江,王大治  郭金杰  葛晓凤  苏丽  罗京民,7.9,喜剧,战争,,中国大陆,汉语普通话 ,2016,94,少林寺学武归来的狗剩（王大治饰）暗恋青梅竹马的杏儿（葛晓凤饰），但穷二代的他遭到岳丈（罗京民饰）嫌弃。一没家产继承，二没手艺创业的狗剩只能顶替兄弟从军，以舍身卖命的方式赚取军饷，攒钱提亲。但在从军过程中不仅被同村情敌杨三（郭金杰饰）设计陷害，还遇到许多离奇波折……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2316504999.jpg
1072,赤裸特工,程小东,王晶,李美琪  安雅  吴彦祖  郑佩佩  连凯,6.4,剧情,动作,爱情,中国香港,英语 ,2002,92,本片是程小东于2002年导演的香港动作惊悚片，该片当年在香港上映第一周就获得了价值70000多美元的票房。  MadameM集团在世界各地专门诱拐十二、三貌美少女，将她们软禁在荒岛上进行地狱式的特训，钻研各类型的战斗知识及暗杀技巧。从小训练她们成为既出色又性感的特工。通过六年非生即死的选拔最后只剩下三名非常出色的杀手Charlene（MaggieQ饰）、Katt（安雅饰）及Jing。CIA专案小组指挥Jack（吴彦祖饰）一直致力捣破MadameM的杀人集团，在香港举行的一场龙舟竞渡中偶遇Charlene，两个大大出手，但在了解Charlene和进一步相处后这对兵贼渐渐互生情愫。MadameM拉拢日本赤军龙三郎（连凯饰）合作更大的非法勾当。改邪归正的Charlene和Jack一起手刃敌人后在同一座庙里求到了同一只签……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1037604601.jpg
1073,囚徒,丹尼斯·维伦纽瓦,亚伦·格兹考斯基,休·杰克曼  杰克·吉伦哈尔  维奥拉·戴维斯  玛丽亚·贝罗  泰伦斯·霍华德,8.1,剧情,悬疑,犯罪,美国,英语,2013,153,凯勒（休·杰克曼HughJackman饰）是一名木匠，一次意外中，他的女儿安娜（艾琳·格拉西莫维奇ErinGerasimovich饰）同小伙伴乔伊（凯拉·德鲁·西蒙斯KylaDrewSimmons饰）一起莫名失踪。对于女儿遭遇的不测，心急如焚的凯勒向警方寻求帮助，很快，案件的负责人洛基（杰克·吉伦哈尔JakeGyllenhaal饰）就将目标锁定在了一位名叫艾利克斯（保罗·达诺PaulDano饰）的男子身上。  不幸的是，由于证据不足，警方不得不在四十八小时之后释放了艾利克斯，对警方失望透顶的凯勒决定靠自己的力量寻找女儿的踪迹。经验丰富的凯勒亲手捉住了艾利克斯，他希望能够通过武力获取关于女儿的讯息。安娜和乔伊最终能够获救吗？坚称自己无辜的艾利克斯又是否真的就是罪魁祸首呢？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2119799056.jpg
1074,人间·喜剧,孙周,曹鹏,艾伦  王智  鲁诺  任达华  金士杰,3.4,喜剧,,,中国大陆,汉语普通话,2019,90,平时靠当主播为生的小人物濮通（艾伦饰）生活进入困境，老板拖欠三个月的工资，导致他连房租都交不起，因此遭到老婆米粒（王智饰）的奚落。老婆找到公司讨薪，他仓皇失措跑到公司赶走老婆，随后找到经理索要工资。谁知眼看到手的钱，却被公司背后的金主杨台竣（金士杰饰）的儿子杨小伟（鲁诺饰）抢走。杨小伟是一个典型的浪荡无度的富二代，他每日花天酒地，挥金如土，由于老爹恼怒他的放纵，并进而拒绝给他钱，所以债台高筑的小伟遭到巴爷（任达华饰）的威胁。此后，紧追不放的濮通跟小伟回到家中，小伟干脆假装被对方绑架，怂恿濮通向杨台竣索取高额赎金。  然而，事情最终朝着不可预料的方向发展……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551693460.jpg
1075,盗钥匙的方法,内田贤治,内田贤治,堺雅人  香川照之  广末凉子  荒川良良  森口瑶子,8.5,剧情,喜剧,,日本,日语,2012,128,小剧场演员樱井武史（堺雅人饰）奋斗多年始终未见出头天，穷困潦倒，情场失意，绝望至极的他连自杀都不成功。无奈之下，他只得进入大众浴池洗澡，谁知却阴差阳错用一枚香皂滑到了某个陌生男子。男子倒地晕厥，樱井则鬼迷心窍偷走了对方的储物柜钥匙，从此化名近藤，过起了从来不敢企及的富贵人生活。然而令他怎么也想象不到的是，近藤（香川照之饰）竟是一名名震黑道的冷血杀手。在此之后，樱井不得不接手来自黑道的委托，硬着头皮干起杀人的营生。与此同时，从医院醒来的近藤失去记忆，误以为自己是走投无路的樱井。在偶然结识的美丽女性水岛早苗（广末凉子饰）的帮助下，他一点一滴重新认识作为演员的自己，苦苦探索前进的方向，在此过程中他和早苗的内心也悄悄发生变化。而当他的记忆恢复那一刹那，三个人的命运也由此纠缠到了一起……  本片荣获2012年日本电影旬报十佳影片第八名。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1979399699.jpg
1076,铁线虫入侵,朴正祐,朴正祐,金明民  金烔完  文晶熙  李荷妮  闵庆珍,6.8,剧情,惊悚,灾难,韩国,韩语,2012,109,制药公司小职员医学博士出身的宰赫（金明民饰）早些年被弟弟宰弼（金烔完饰）劝诱炒股，结果赔得精光，如今委身于一家毫无前景的制药公司做推销员，在外低声下气，看客户脸色行事，心中的郁结只有向家中妻儿宣泄。与此同时，汉江流域附近接连发现数十具尸体，死者全身皆如干尸，死状恐怖。这一事件波及甚广，连宰赫身边的人也无法幸免。经调查发现，死者体内无一例外寄居着本应存在于昆虫身上的铁线虫，铁线虫会刺激宿主食欲大增以吸收养分，等到繁殖期时令宿主神志不清，投水自杀，再进入水中大量繁殖。面对这一新型变种，人类束手无策，无计可施，死亡人数呈几何数增加，韩国上下乱作一团，有如末日。  原本为生计奔忙已焦头烂额的宰赫，该如何保护家人幸免于难……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1588680264.jpg
1077,极乐空间,尼尔·布洛姆坎普,尼尔·布洛姆坎普,马特·达蒙  朱迪·福斯特  沙尔托·科普雷  艾莉丝·布拉加  迭戈·卢纳,6.3,剧情,动作,科幻,美国,英语 ,2013,109,22世纪中叶，地球并未借助文明和科技的进步变得更加美好，反而在各种贪欲荼毒之下变成毫无希望的废墟荒原。少数极度富有之人抛弃生身故乡，在漂浮于地球之上的空间站上建立了宛若天堂般美好的乐土，继续过着享乐奢靡的幸福生活。而绝大多数的穷苦人不得不留在千疮百孔的地球上，在绝望的混乱之中苟延残喘，同时被迫忍受各种严苛可笑的联邦法规的压迫。他们在富人建立起来的工业系统下努力赚取稀薄的营生，时而仰望苍穹，幻想着早日移民空间站开始新的生活。无奈在政府官员德拉库特（朱迪·福斯特JodieFoster饰）的铁腕掌控下，偷渡者一次次化作宇宙中的碎片。  工作中受到强辐射的普通人麦克斯（马特·达蒙MattDamon饰），除非借助空间站先进的医疗系统，否则五天后将一命呜呼。纵使仅有一线生机，也要朝着极乐世界挺进……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2091268902.jpg
1078,恋空,今井夏木,渡边睦月,新垣结衣  三浦春马  小出惠介  香里奈  麻生祐未,6.9,剧情,爱情,,日本,日语,2007,129,漂亮乖巧的高一女生美嘉（新垣結衣饰）不小心丢了手机，被樱井弘树（三浦春马饰）捡到，放在图书馆归还给她。然而弘却把美嘉手机里所有的联系人方式都删掉了，自己就在整个暑假日日夜夜给美嘉打电话，有一搭没一搭地闲聊。虽然素未谋面，美嘉的心扉已经渐渐打开。开学正式见面后二人坠入爱河，共尝禁果。不久却被弘的前女友笑子报复，酿成悲剧，美嘉伤心欲绝，弘强有力的保护让美嘉度过这次难关。  很快，美嘉怀孕了，弘请求她把孩子生下来，二人会见双方家长，弘诚恳坚决的请求得到了大家的体谅。但悲剧再次发生，美嘉失去了孩子。更大的打击来自高二开学后，弘提出分手。因为得不到一个确切的理由，美嘉苦守许久才渐渐开始新生活，和庆大的温柔的男生优恋爱，升大学，一切都好像好起来，这年圣诞，优向美嘉求婚，但随即而来，美嘉知道了弘一直隐瞒自己的悲伤的秘密……一切都被打破了，美嘉知道自己最爱的，仍然是弘。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p634019904.jpg
